Item,Description,Brand,Packaging,Ship,Weight,Volume,Qty Break,Price
,,,,,,,5,19.96
13107418,Mango Ice Bar -F-,Tropi. Ice,6x4x2.7 FL.OZ,CS,5.00,0.01,0,22.50
,,,,,,,2,21.24
,,,,,,,5,19.96
13107420,Rainbow Coconut Dessert Ice Bar -F-,Tropi. Ice,6x4x2.7 FL.OZ,CS,5.00,0.01,0,22.50
,,,,,,,2,21.24
,,,,,,,5,19.96
13107424,Black Bean Ice Bar -F-,Tropi. Ice,6x4x2.7 FL.OZ,CS,5.00,0.01,0,22.50
,,,,,,,2,21.24
,,,,,,,5,19.96
13107426,Thai Ice Tea Ice Bar -F-,Tropi. Ice,6x4x2.7 FL.OZ,CS,5.00,0.01,0,22.50
,,,,,,,2,21.24
,,,,,,,5,19.96
13107428,Green Tea Ice Bar -F-,Tropi. Ice,6x4x2.7 FL.OZ,CS,5.00,0.01,0,22.50
,,,,,,,2,21.24
,,,,,,,5,19.96
13107432,Mung Bean Ice Bar -F-,Tropi. Ice,6x4x2.7 FL.OZ,CS,5.00,0.01,0,22.50
,,,,,,,2,21.24
,,,,,,,5,19.96
13107434,Black Sesame Ice Bar -F-,Tropi. Ice,6x4x2.7 FL.OZ,CS,5.00,0.01,0,22.50
,,,,,,,2,21.24
,,,,,,,5,19.96
13107436,Passion Fruit Ice Bars -F-,Tropi. Ice,6x4x2.7 FL.OZ,CS,5.00,0.01,0,22.50
,,,,,,,2,21.24
,,,,,,,5,19.96
13107438,Coffee Ice Bars -F-,Tropi. Ice,6x4x2.7 FL.OZ,CS,5.00,0.01,0,22.50
,,,,,,,2,21.24
,,,,,,,5,19.96
13107442,Mango Sticky Rice Ice Bar -F-,Tropi. Ice,6x4x2.7 FL.OZ,,5.00,0.01,0,22.50
,,,,,,,2,21.24
,,,,,,,5,19.96
13107500,Durian Ice Dessert (Cup) -F-,Tropi. Ice,6x4x6 FL.OZ,CS,8.00,0.01,0,32.50
13107506,Taro Ice Dessert (Cup) -F-,Tropi. Ice,6x4x6 FL.OZ,CS,8.00,0.01,0,32.50
13107509,Jackfruit Ice Dessert (Cup) -F-,Tropi. Ice,6x4x6 FL.OZ,CS,8.00,0.01,0,32.50
13107600,Durian Ice Dessert (1 Litre) -F-,Tropi. Ice,6x1 LT,CS,9.00,0.01,0,30.00
13207101,Dried Shrimp (XL) -F-,BDMP,25x3.5 OZ,CS,7.00,0.01,0,140.75
,,,,,,,3,139.62
13207103,Dried Shrimp (L) -F-,BDMP,25x3.5 OZ,CS,7.00,0.01,0,135.25
,,,,,,,3,134.17
13207105,Dried Shrimp (M) -F-,BDMP,25x3.5 OZ,CS,7.00,0.01,0,124.25
,,,,,,,3,123.26
13207250,Salted Crab -F-,BDMP,24x6 OZ,CS,14.00,0.02,0,63.50
13207405,Durian Monthong (Whole) -F-,Asian Best,1x26.23 LBS,CS,26.23,0.04,0,90.25
,,,,,,,2,89.71
,,,,,,,5,89.17
,,,,,,,10,87.99
13207412,Galanga Flower -F-,Asian Best,10x1 LB,CS,10.00,0.02,0,74.50
13207420,Tropical Coconut Dessert -F-,Cocoking,12x10.5 OZ,CS,15.00,0.02,0,52.00
,,,,,,,3,50.80
13207550,Banana Leaves (30PK) -F-,Asian Best,30x1 LB,CS,36.00,0.04,0,52.00
,,,,,,,10,49.50
13207710,Vera Banana Leaves -F-,Vera,20x1 LB,CS,23.00,0.03,0,40.00
,,,,,,,10,37.20
13207930,Toddy Palm Cake -F-,BDMP,20x6 OZ,CS,9.00,0.02,0,38.75
13302100,Spicy Crispy Baked Squid (Can),Mr.Squid,12x80 G,CS,6.00,0.02,0,64.00
13302200,Spicy Rollered Seasoned Squid (Bag),Mr.Squid,36x30 G,CS,4.00,0.02,0,61.50
13302300,Seasoned & Shredded Squid,Mr.Squid,4x10x2.29 OZ,CS,10.00,0.05,0,95.00
13302301,Shredded Squid Mild Spicy Flavor,Mr.Squid,20x65 G,CS,4.00,0.03,0,49.00
13407010,Steamed Mackerel -F-,Asian Best,24x9 OZ,CS,17.00,0.03,0,98.75
,,,,,,,5,97.47
,,,,,,,28,96.48
,,,,,,,54,95.59
13407012,Mackerel -F-,Asian Best,20x1 LB,CS,25.00,0.04,0,101.25
,,,,,,,5,99.93
,,,,,,,20,99.02
,,,,,,,42,98.11
13407301,Squid U/10  (Block) -F-,Asian Best,12x2 LBS,CS,38.00,0.03,0,221.00
13407302,Squid 11/20 (Block) -F-,Asian Best,12x2 LBS,CS,38.00,0.03,0,197.50
,,,,,,,3,195.92
13407303,Squid 21/40 (Block) -F-,Asian Best,12x2 LBS,CS,38.00,0.03,0,170.00
,,,,,,,2,165.24
13407312,Squid Tube 11/20 -F-,Asian Best,20x1 LB,CS,26.00,0.03,0,236.00
13407313,Squid Tube  21/40  -F-,Asian Best,20x1 LB,CS,26.00,0.03,0,208.00
13407314,Squid Tube & Tentacle (3-5 inches) -F-,Asian Best,20x1 LB,CS,25.00,0.03,0,158.00
13407315,Squid Tube & Tentacle (5-8 inches) -F-,Asian Best,20x1 LB,CS,25.00,0.03,0,188.00
13407323,Squid Tentacle  -F-,Asian Best,20x1 LB,CS,26.00,0.03,0,113.50
,,,,,,,2,109.98
13407325,Squid (Cut & Clean) 16/25 -F-,Asian Best,20x1 LB,CS,26.00,0.03,0,158.00
13407327,Squid Whole Cleaned 11/20 -F-,Asian Best,20x1 LB,CS,26.00,0.03,0,169.00
13407328,Squid Whole Cleaned 21/40 - Frozen -,Asian Best,20x1 LB,CS,26.00,0.03,0,146.00
13407329,Squid Whole Cleaned U/10 -F-,Asian Best,20x1 LB,CS,24.00,0.03,0,182.00
13407401,Baby Octopus Ink Off 5/15 -F-,Asian Best,20x1 LB,CS,26.00,0.04,0,120.00
13407402,Octopus 16/25  -F-,Asian Best,20x1 LB,CS,25.00,0.03,0,120.00
13407404,Octopus 26/40 -F-,Asian Best,20x1 LB,CS,25.00,0.03,0,118.00
13407406,Octopus 30/60 -F-,Asian Best,20x1 LB,CS,25.00,0.03,0,118.00
13407408,Octopus 61 up - F-,Asian Best,20x1 LB,CS,25.00,0.03,0,118.00
13407412,Clean Gutted Cuttlefish IQF 21/40 -F-,Asian Best,20x1 LB,CS,26.00,0.03,0,138.00
13407415,Cuttlefish Tentacle 21/30 -F-,Asian Best,20x1 LB,CS,25.00,0.03,0,123.00
13407416,Cuttlefish Tentacle 13/20 (Block) -F-,Asian Best,12x2.2 LBS,CS,36.00,0.03,0,157.50
13407802,Seafood Mix -F-,Asian Best,20x1 LB,CS,28.00,0.04,0,158.50
13506910,Fresh Sweet Tamarind -R-,Asian Best,16x1 LB (454 G),CS,20.00,0.03,0,65.25
,,,,,,,3,64.60
,,,,,,,30,63.88
,,,,,,,60,63.23
13506914,Tamarind Paste (Seedless) -R-,Asian Best,24x14.10 OZ,CS,23.00,0.01,0,74.75
,,,,,,,2,74.00
,,,,,,,5,73.18
13506920,Fresh Sour Tamarind -R-,Asian Best,16x1 LB (454 G),CS,20.00,0.03,0,61.50
13800052,Lotus Seed Moon Cake,S & P,6x4x6 OZ,CS,14.00,0.02,0,84.50
13800054,Lotus Seed Moon Cake (1 Egg),S & P,6x4x6 OZ,CS,14.00,0.02,0,86.50
13800058,Lotus Seed Moon Cake (2 Eggs),S & P,6x4x6 OZ,CS,14.00,0.02,0,89.50
13800072,Fruits & Nuts Moon Cake,S & P,6x4x6 OZ,CS,14.00,0.02,0,85.50
13800074,Fruits & Nuts Moon Cake (1 Egg),S & P,6x4x6 OZ,CS,14.00,0.02,0,87.50
13800078,Fruits & Nuts Moon Cake (2 Eggs),S & P,6x4x6 OZ,CS,14.00,0.02,0,89.50
13800082,Monthong Moon Cake,S & P,6x4x6 OZ,CS,14.00,0.02,0,90.50
13800084,Monthong Moon Cake (1 Egg),S & P,6x4x6 OZ,CS,14.00,0.02,0,92.50
13800088,Monthong Moon Cake (2 Eggs),S & P,6x4x6 OZ,CS,14.00,0.02,0,94.50
13807002,Sago & Black Bean in Coconut Cream -F-,S & P,12x6 OZ,CS,6.00,0.01,0,23.00
,,,,,,,2,21.67
13807004,Taro Ball in Coconut Cream -F-,S & P,12x5.64 OZ,CS,6.00,0.01,0,23.00
,,,,,,,2,21.67
13807008,Gingko Nuts W/ Sweet Taro Mousse -F-,S & P,12x5.3 OZ,CS,6.00,0.01,0,28.00
,,,,,,,2,26.74
13807010,Assorted Beans in Syrup -F-,S & P,12x6 OZ,CS,6.00,0.01,0,23.00
,,,,,,,2,21.67
13807014,Black Sesame Dumplings in Ginger Syrup -F-,S & P,12x5.82 OZ,CS,6.00,0.01,0,28.50
,,,,,,,2,27.25
13807016,Glutinous Rice W/Durian in Coconut Cream -F-,S & P,12x7.06 OZ,CS,7.00,0.01,0,34.00
,,,,,,,2,32.71
13807017,Sticky Rice with Custard -F-,S & P,12x7.75 OZ,CS,8.00,0.01,0,28.50
,,,,,,,2,27.25
13807020,Baked Taro Custard -F-,S & P,12x7.05 OZ,CS,7.00,0.01,0,28.50
,,,,,,,2,27.25
13807022,Pumpkin Custard -F-,S & P,12x7.05 OZ,CS,7.00,0.01,0,28.50
,,,,,,,2,27.25
13807024,Banana in Coconut Cream -F-,S & P,12x6 OZ,CS,7.00,0.01,0,24.00
,,,,,,,2,22.78
14002800,Inst Ginger Drink 100% Ginger,Ranong Tea,24x10x7 G,CS,7.00,0.03,0,64.50
14002801,Instant Ginger Drink Honey Lemon Flavor,Ranong Tea,12x150 G,CS,5.00,0.01,0,0.00
14002802,Inst Ginger Drink W/Honey,Ranong Tea,24x10x15 G,CS,11.00,0.03,0,64.75
14002806,Ginger Drink Original Flavor with Brown Sugar,Ranong Tea,12x10x10 G,CS,4.00,0.01,0,53.50
14002807,Ginger Drink Natural Honey Flavor with Brown Sugar,Ranong Tea,12x10x10 G,CS,4.00,0.01,0,53.50
14002811,Instant Lemongrass Drink with Honey,Ranong Tea,12x100 G,CS,4.00,0.01,0,0.00
14002812,Inst Thai Tea Mix 3in1,Ranong Tea,24x10x20 G,CS,13.00,0.02,0,80.25
14002814,Inst Matcha Green Tea Latte,Ranong Tea,24x8x20 G,CS,10.00,0.02,0,80.00
14002816,Instant Ginger Drink Yuzu Flavor,Ranong Tea,12x100 G,CS,3.80,0.01,0,43.25
14007700,Roti Paratha Plain  -F-,Kawan,24x5x80 G,CS,23.00,0.02,0,47.75
,,,,,,,3,47.08
,,,,,,,10,46.46
,,,,,,,78,45.17
14007701,Paratha Onion -F-,Kawan,24x5x80 G,CS,23.00,0.02,0,49.75
14007702,Paratha Flakey -F-,Kawan,24x5x80 G,CS,23.00,0.02,0,47.75
14007704,Mini Paratha -F-,Kawan,24x6x60 G,CS,21.00,0.04,0,52.25
,,,,,,,2,51.05
,,,,,,,5,50.42
,,,,,,,10,49.79
14007707,Paratha Plain Value Pack -F-,Kawan,8x25x80 G,CS,40.00,0.03,0,78.50
,,,,,,,3,77.79
,,,,,,,10,77.09
,,,,,,,42,72.93
14007708,Chapatti (Wholemeal Indian Flat Bread) -F-,Kawan,24x10x40 G,CS,23.00,0.02,0,47.75
14007711,Paratha Onion Bulk -F-,Kawan,8x25x80 G,CS,40.00,0.03,0,77.50
14007712,Flakey Paratha Value Pack -F-,Kawan,8x25x80 G,CS,40.00,0.03,0,73.50
14007715,Wellness Whole Wheat Paratha Value Pack -F-,Kawan,8x25x80 G,CS,39.00,0.03,0,77.50
14007717,Paratha Reduced Fat Bulk -F-,Kawan,8x25x65 G,CS,33.00,0.03,0,71.25
14100000,Rendang[Bf in Rich Coco&Spices]Seasoning Mix,Indofood,2x24x60 G,CS,8.00,0.01,0,36.00
14100002,Gulai [Oriental Curry] Seasoning Mix,Indofood,2x24x45 G,CS,7.00,0.01,0,37.00
14100004,Kare [Curry] Seasoning Mix,Indofood,2x24x45 G,CS,7.00,0.01,0,37.00
14100006,Nasi Goreng[Oriental Fried Rice]Seasoning Mix,Indofood,2x24x50 G,CS,7.00,0.01,0,37.00
14100008,Opor Ayam[Ch in Spicy Coco. Gravy]Seasoning Mix,Indofood,2x24x45 G,CS,6.00,0.01,0,37.00
14100010,Soto Ayam[Yellow Ch. Clear Soup]Seasoning Mix,Indofood,2x24x45 G,CS,7.00,0.01,0,37.00
14100014,Rawon [Spicy Beef Soup] Seasoning Mix,Indofood,2x24x45 G,CS,7.00,0.01,0,37.00
14102100,Kopiko Brown Coffee Mix (Bag),Kopiko,12x30x25 G,CS,23.00,0.03,0,79.00
14102101,Kopiko Brown Coffee Mix (Pouch),Kopiko,24x10x25 G,CS,15.00,0.02,0,58.00
14102102,Kopiko Coffee Mix 3 in1,Kopiko,12x30x20 G,CS,20.00,0.03,0,67.50
14102104,Kopiko Cappuccino Coffee Mix,Kopiko,8x30x25 G,CS,16.00,0.03,0,56.25
14102105,Kopiko Blanca Coffee Mix,Kopiko,8x30x30 G,CS,19.00,0.03,0,64.25
14102200,Danisa Butter Cookies (16 OZ),Danisa,12x16 OZ,CS,17.00,0.05,0,65.00
14102201,Danisa Butter Cookies (32 OZ),Danisa,6x32 OZ,CS,19.00,0.04,0,65.00
14102301,Kopiko Coffee Candy (4.23 OZ),Kopiko,24x4.23 OZ,CS,8.00,0.01,0,25.75
14102303,Kopiko Cappuccino Candy (4.23 OZ),Kopiko,24x4.23 OZ,CS,8.00,0.01,0,25.75
14102304,Kopiko Coffee Candy (Jar),Kopiko,6x28.21 OZ,CS,13.00,0.02,0,34.75
14102305,Kopiko Cappuccino Candy (Jar),Kopiko,6x28.21 OZ,CS,13.00,0.02,0,34.75
14102306,Kopiko Coffee Candy Blister,Kopiko,6x24x32 G,CS,13.00,0.02,0,50.00
14102307,Kopiko Coffee Candy Bulk 4x3 KG,Kopiko,4x3 KG,CS,29.00,0.04,0,84.25
14102308,Kopiko Candy (Stick),Kopiko,6x960 g,,14.51,0.01,0,88.50
14102400,Coffee Joy Biscuit,Coffee Joy,18x3.20 OZ,CS,6.00,0.01,0,19.75
14102500,Astor Chocolate Wafer Stick,Astor,6x11.64 OZ,CS,7.00,0.01,0,21.75
14102600,Beng Beng Share It Wafer,Beng Beng,16x10x0.33 OZ,CS,5.00,0.02,0,20.50
14102751,Royal Choice Premium Cookie Selection,Royal Choice,12x340 G,CS,15.00,0.03,0,45.75
14102761,Roma Marie Gold,Roma Sandwich,12x240 G,CS,8.00,0.02,0,28.00
14102791,Roma Sandwich Chocolate,Roma Sandwich,42x189 G,CS,19.00,0.04,0,47.75
14103002,Mi Goreng/Fried Noodle (5 Packs),Indomie,6x5x3 OZ,CS,7.00,0.01,0,16.00
,,,,,,,2,15.36
,,,,,,,10,14.24
,,,,,,,144,12.96
14103003,Mi Goreng Cup,Indomie,12x2.6 OZ,CS,3.00,0.01,0,11.50
,,,,,,,2,10.94
,,,,,,,10,9.82
14103004,Mi Goreng Fried Noodle,Indomie,30x3 OZ,CS,7.00,0.01,0,15.00
,,,,,,,2,14.40
,,,,,,,10,13.35
,,,,,,,144,12.15
14103005,Indomie Chicken Flavour,Indomie,40x2.47 OZ,CS,7.00,0.02,0,13.50
,,,,,,,2,12.91
,,,,,,,10,11.70
14103006,Instant Noodles with Onion Chicken Flavour,Indomie,30x2.65 OZ,CS,6.00,0.01,0,12.50
,,,,,,,2,11.89
,,,,,,,10,10.68
14103008,Rasa Ayam Special Chicken,Indomie,30x2.65 OZ,CS,6.00,0.01,0,15.50
,,,,,,,2,14.88
,,,,,,,10,13.80
,,,,,,,144,12.56
14103009,Rasa Ayam Special Chicken (5 packs),Indomie,6x5x2.65 OZ,CS,5.50,0.01,0,15.50
14103012,Indomie Chicken Kari,Indomie,30x2.82 OZ,CS,6.00,0.01,0,15.00
,,,,,,,2,14.27
,,,,,,,10,12.81
14103013,Indomie Vegetable Flavour,Indomie,30x2.65 G,CS,6.00,0.01,0,12.75
,,,,,,,2,12.13
,,,,,,,10,10.89
14103015,BBQ Chicken Flavour Fried Noodles,Indomie,30x3 OZ,CS,7.00,0.01,0,13.00
,,,,,,,2,12.43
,,,,,,,10,11.27
14103020,Fried Noodle (Spicy),Indomie,30x2.82 OZ,CS,6.00,0.01,0,15.50
,,,,,,,2,14.88
,,,,,,,10,13.80
,,,,,,,144,12.56
14103021,Hot & Spicy Fried Noodles (5 Packs),Indomie,6x5x2.82 OZ,CS,6.00,0.01,0,16.00
,,,,,,,2,15.36
,,,,,,,10,14.24
,,,,,,,144,12.96
14407104,Imitation Lobster Ball -F-,PFP,30x200 G,CS,16.00,0.01,0,47.00
,,,,,,,3,46.39
14407116,Fish Tofu -F-,PFP,30x200 G,CS,16.00,0.01,0,50.00
,,,,,,,3,47.50
14407120,Assorted Seafood Ball -F-,PFP,30x200 G,CS,17.00,0.02,0,49.50
,,,,,,,3,48.91
14407124,Thai Fish Cake -F-,PFP,30x200 G,CS,16.00,0.01,0,49.50
,,,,,,,3,48.86
14407126,Fish Tofu Curd with Seaweed -F-,PFP,30x200 G,CS,16.00,0.01,0,49.50
,,,,,,,3,48.86
14502910,Sweetened Condensed Creamer,Daily Farm,24x13.40 OZ,CS,23.00,0.01,0,37.25
,,,,,,,3,35.91
,,,,,,,5,34.57
14707001,Premium White Fish Ball (M) -F-,BoBo,20x455 G,CS,23.00,0.03,0,63.00
14707011,Premium Fried Fish Ball (M) -F-,BoBo,20x455 G,CS,23.00,0.03,0,63.00
14707021,Fried Beancurd Skin Fish Roll -F-,BoBo,25x6.4 OZ,CS,12.00,0.02,0,83.25
14707032,Small Xidao Premium Fish Cake (M) -F-,BoBo,20x16 OZ,CS,24.00,0.03,0,63.00
14707042,Prawn Flavored Ball (M),BoBo,20x16 OZ,CS,22.00,0.03,0,86.00
14707043,Crab Flavored Ball (M) -F-,BoBo,20x16 OZ,CS,22.00,0.03,0,86.00
14707051,Mix Combo Hot Pot Selection -F-,BoBo,20x16 OZ,CS,22.00,0.03,0,88.25
14900100,Shrimp Paste with Soya Bean Oil,Por Kwan,24x7 OZ,CS,22.00,0.01,0,84.75
14900102,Crab Paste with Soya Bean Oil,Por Kwan,24x7 OZ,CS,22.00,0.01,0,84.75
14900103,Minced Prawns in Spices (L),Por Kwan,24x14 OZ,CS,26.00,0.02,0,70.00
14900104,Minced Prawns in Spices (S),Por Kwan,48x5.6 OZ,CS,23.00,0.02,0,60.25
14900105,Minced Crab in Spices (L),Por Kwan,24x14 OZ,CS,28.00,0.02,0,70.00
14900106,Minced Crab in Spices (S),Por Kwan,48x5.6 OZ,CS,23.00,0.02,0,62.75
14900107,Chicken Flavour Broth (M),Por Kwan,24x28 OZ,CS,50.00,0.03,0,52.00
14900108,Vegetable Broth (M),Por Kwan,24x28 OZ,CS,50.00,0.03,0,48.50
14900110,Chicken Flavour Broth (S),Por Kwan,24x14.15 OZ,CS,25.00,0.02,0,27.75
14900111,Vegetable Broth (S),Por Kwan,24x14.15 OZ,CS,26.00,0.02,0,32.00
14900113,Laksa Paste (Chilli Paste),Por Kwan,24x16 OZ,CS,38.00,0.03,0,79.25
14900114,Inst Beef Flavour Paste (S),Por Kwan,24x8 OZ,CS,25.00,0.01,0,51.75
14900115,Inst Beef Flavour Paste (L),Por Kwan,24x16 OZ,CS,38.00,0.03,0,85.25
14900116,Vietnamese Beef Flavour Paste (S),Por Kwan,24x8 OZ,CS,25.00,0.01,0,56.75
14900117,Vietnamese Beef Flavour Paste (L),Por Kwan,24x16 OZ,CS,38.00,0.03,0,86.25
14900119,Tom Ka Kai,Por Kwan,24x7 OZ,CS,25.00,0.01,0,48.75
14900122,Chicken Flavour Broth Mix,Shanggie,24x8 OZ,CS,16.00,0.02,0,65.75
14900123,Pork Flavour Broth Mix,Shanggie,24x8 OZ,CS,16.00,0.02,0,52.75
14900124,Beef Flavour Broth Mix,Shanggie,24x8 OZ,CS,16.00,0.02,0,58.25
14900126,Wonton Soup Base Mix,Shanggie,24x8 OZ,CS,17.00,0.02,0,59.75
14900127,Beef Flavour Paste(Boat Noodle Soup),Por Kwan,24x8 OZ,CS,22.00,0.01,0,49.75
14900132,Spicy Beef Flavour Broth,Por Kwan,24x28 OZ,CS,50.00,0.03,0,52.50
14900134,Spicy Crab Soup,Por Kwan,24x28 OZ,CS,50.00,0.03,0,60.50
14900138,Spicy Stewed Beef Flavour Broth,Por Kwan,24x28 OZ,CS,50.00,0.03,0,41.00
14900139,Pad Thai Sauce(Sour & Spicy)-Glass Bottle,Por Kwan,12x23.28 OZ,CS,29.00,0.02,0,38.00
14900142,Tom Yum Kung Soup W/Straw Mushroom,Por Kwan,24x28 OZ,CS,50.00,0.03,0,68.50
14900143,Pad Thai Sauce (Sour & Spicy),Por Kwan,12x33.33 OZ,CS,29.00,0.02,0,51.00
14900150,Concentrate Pork Flavour Soup Base,Por Kwan,24x8 OZ,CS,25.00,0.01,0,39.75
14900154,Concentrate Chicken Flavour Soup Base,Por Kwan,24x8 OZ,CS,25.00,0.01,0,45.25
14900160,Chilli Paste W/Holy Basil Leaves,Por Kwan,24x7 OZ,CS,24.00,0.01,0,46.25
14900162,Chilli Paste W/Sweet Basil Leaves,Por Kwan,24x7 OZ,CS,24.00,0.01,0,46.25
14900163,Fried Chilli Paste,Por Kwan,24x7 OZ,CS,21.00,0.01,0,61.75
14900164,Satay Peanut Sauce,Por Kwan,24x7 OZ,CS,24.00,0.01,0,43.75
14900171,Curry Gravy (L),Por Kwan,24x13 OZ,CS,28.00,0.02,0,43.00
14900175,Spicy Beef Flavour Paste,Por Kwan,24x7 OZ,CS,24.00,0.01,0,47.75
14900177,Spicy Crab Paste,Por Kwan,24x7 OZ,CS,24.00,0.01,0,61.75
14900179,Inst Beef Flavour Powder,Shanggie,30x2x2.7 OZ,CS,13.00,0.02,0,44.50
14900180,Chicken Flavour Broth (L),Por Kwan,12x42 OZ,CS,37.00,0.03,0,43.25
14900182,Vegetable Broth (L),Por Kwan,12x42 OZ,CS,37.00,0.03,0,42.25
14900186,Beef Flavour Broth-Pho Bac (L),Por Kwan,12x42 OZ,CS,37.00,0.03,0,42.25
14900189,Beef Flavour Broth-Pho Bac (S),Por Kwan,24x28 OZ,CS,49.00,0.03,0,46.50
14900190,Tosino Curing Powder,Por Kwan,24x12.3 OZ,CS,20.00,0.02,0,42.75
14900191,Seasoning Mix for Roast Red Pork,Por Kwan,24x2x1.76 OZ,CS,7.00,0.01,0,27.50
14900192,Seasoning Mix for Chicken,Por Kwan,24x2x1.76 OZ,CS,7.00,0.01,0,24.50
14900193,Satay Seasoning Mix,Por Kwan,24x3.5 OZ,CS,9.00,0.01,0,24.50
14900195,Nam Powder Seasoning Mix,Por Kwan,24x2.4 OZ,CS,5.00,0.01,0,25.75
14900201,Spicy Stewed Beef Flavour Paste,Por Kwan,24x8 OZ,CS,24.00,0.01,0,48.75
14900202,Ground Chilli with Fried Garlic,Por Kwan,24x7 OZ,CS,21.00,0.01,0,54.25
14900204,Black Pepper Sauce,Por Kwan,24x7 OZ,CS,24.00,0.01,0,50.75
14900205,Spicy Thai Salad Dressing,Por Kwan,24x7 OZ,CS,26.00,0.02,0,30.50
14900206,Palm Sugar (Bag),Por Kwan,30x8 OZ,CS,18.00,0.02,0,46.25
14900302,Pad Thai Noodles w/Pad Thai Sauce,TH.Delight,12x330 G,CS,11.00,0.01,0,26.50
14900510,Inst Thai Tea 3in1,De De,30x12x1.23 OZ,CS,32.00,0.04,0,104.25
14900512,Inst Thai Coffee 3in1,De De,30x12x1 OZ,CS,32.00,0.04,0,101.75
14900513,Inst Boba Milk Tea 3in1,De De,30x12x1.23 OZ,CS,32.00,0.04,0,101.75
14900514,Inst Green Tea 3in1,De De,30x12x1.23 OZ,CS,32.00,0.05,0,101.75
14900600,Basil Seed Drink Honey Flavour,De De,24x9.6 FL.OZ,CS,29.00,0.03,0,32.50
14900606,Pennywort Drink,De De,24x9.6 FL.OZ,CS,29.00,0.03,0,31.00
15100010,BBQ Sauce for Beef [Bulgogi] (S),CJ,12x500 G,CS,22.00,0.01,0,45.75
,,,,,,,2,44.19
,,,,,,,3,43.42
15100012,BBQ Sauce for Chicken&Pork Hot+Spicy (S),CJ,12x500 G,CS,22.00,0.01,0,45.75
,,,,,,,2,44.19
,,,,,,,3,43.42
15100014,BBQ Sauce for Ribs [Kalbi] (S),CJ,12x480 G,CS,23.00,0.01,0,45.75
,,,,,,,2,44.19
,,,,,,,3,43.42
15100020,BBQ Sauce for Beef [Bulgogi] (L),CJ,8x840 G,CS,18.00,0.01,0,42.75
,,,,,,,2,41.30
,,,,,,,3,40.61
15100024,BBQ Sauce for Chicken&Pork Hot+Spicy (L),CJ,8x840 G,CS,18.00,0.01,0,42.75
,,,,,,,2,41.30
,,,,,,,3,40.61
15100026,BBQ Sauce for Ribs [Kalbi] (L),CJ,8x840 G,CS,18.00,0.01,0,42.75
,,,,,,,2,41.30
,,,,,,,3,40.61
15302201,Lychee in Syrup (XL),Asian Best,24x565 G,CS,35.00,0.02,0,59.25
,,,,,,,5,58.07
15402200,Toddy Palm/Jackfruit in Syrup,Tropiking,24x20 OZ,CS,36.00,0.02,0,60.25
15402250,Palm Seed in Syrup,Tropiking,24x20 OZ,CS,37.00,0.02,0,67.25
15708220,Water Heater/Warm.(PDU-A30U),Tiger,1x3.0 LT,PC,8.00,0.03,0,121.25
,,,,,,,2,120.04
,,,,,,,4,118.83
,,,,,,,12,117.61
15708221,Water Heater/Warm(PDU-A40U)WUY,Tiger,1x4.0 LT,PC,8.00,0.03,0,128.25
,,,,,,,2,127.10
,,,,,,,4,125.81
,,,,,,,12,124.66
15708222,Water Heater/Warm(PDU-A50U)WUY,Tiger,1x5.0 LT,PC,9.00,0.04,0,133.25
,,,,,,,2,132.05
,,,,,,,4,130.85
,,,,,,,12,129.65
15708264,Thermal Soup Cup (MCC-C038DC) Carrot,Tiger,1x13 OZ,PC,1.00,0.00,0,19.25
15708265,Thermal Soup Cup (MCC-C038GA) Olive,Tiger,1x13 OZ,PC,1.00,0.00,0,19.25
15708271,Thermal Soup Cup (MCC-C030CK) Cauliflower,Tiger,1x10.8 OZ,PC,1.00,0.00,0,18.75
15708273,Thermal Soup Cup (MCC-C030GA) Olive,Tiger,1x10.8 OZ,PC,1.00,0.00,0,18.75
15708293,Vacuum insulated glass liner handy jugs (PXC-100),Tiger,1x1.00 LT,PC,2.00,0.01,0,27.25
15708302,BBQ Hot Pot Grill Pan (CPK-D13U) WY,Tiger,1x12 IN,PC,11.00,0.03,0,93.75
,,,,,,,4,88.88
,,,,,,,12,86.25
15708500,Rice Cooker/Warmer (JNP-0550) FLY,Tiger,1x3 CUPS,PC,7.00,0.02,0,101.00
,,,,,,,4,99.79
,,,,,,,12,97.47
,,,,,,,48,95.14
15708501,Rice Cooker/Warmer(JNP-S55U)Stainless,Tiger,1x3 CUPS,PC,7.00,0.02,0,104.50
,,,,,,,4,103.35
,,,,,,,12,100.95
,,,,,,,48,98.54
15708502,Rice Cooker/Warmer (JNP-0720) FLY,Tiger,1x4 CUPS,PC,6.00,0.02,0,106.25
,,,,,,,4,105.08
,,,,,,,12,102.64
,,,,,,,48,100.19
15708503,Rice Cooker/Warmer(Jnp-S10U)Stainless,Tiger,1x5.5 CUPS,PC,9.00,0.03,0,112.25
,,,,,,,4,111.13
,,,,,,,12,108.77
,,,,,,,48,106.41
15708504,Rice Cooker/Warmer (Jnp-1000) FLY,Tiger,1x5.5 CUPS,PC,9.00,0.03,0,107.75
,,,,,,,4,106.56
,,,,,,,12,104.30
,,,,,,,48,100.75
15708505,Rice Cooker/Warmer (Jnp-S15U) Stainless,Tiger,1x8 CUPS,PC,10.00,0.03,0,117.75
,,,,,,,4,116.57
,,,,,,,12,114.22
,,,,,,,48,111.86
15708506,Rice Cooker/Warmer(Jnp-1500) FLY,Tiger,1x8 CUPS,PC,10.00,0.03,0,114.75
,,,,,,,4,113.60
